edad,sexo,tipo_universidad,prom_estudio_dia,prom_dia_whatsapp,prom_ciclo_pasado,ciclo,total_cursos_actuales,actividad_extracurricular_actual,horas_ejercicio_semanal,horas_sueño_xnoche,red_mas_usada,tiempo_max_sin_redes_dia,notificaciones_estudio_diario,dias_redes_antes_de_dormir,tipo_contenido_redes_sociales,satisfaccion_interaccion_social_presencial,afecta_concentracion_rendimiento,impacto_redes_actividades_extracurriculares,impacto_redes_salud_mental,momento_uso_redes_sociales,uso_redes_academicas,satisfaccion_rendimiento_academico,interaccion_persona_amigos_redes,frecuencia_descubrimiento_actividades_redes,prom_dia_instagram,prom_dia_tiktok,prom_dia_linkedin,prom_dia_x
21,Femenino,Privada,5,Entre 3-6 horas,14.7,3,4,Arte,0,8,Whatsapp,3,20,7,Socializar,5,3,No tiene efecto,5,Tarde (12 pm - 6pm),Sí,3,3,3,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,4,Entre 3-6 horas,16.43,5,6,Club Académico,1,6,Whatsapp,3,10,4,Académico,5,2,Motiva,3,Tarde (12 pm - 6pm),Sí,5,0,4,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
22,Masculino,Pública,5,Entre 1-3 horas,13.12,8,8,Arte,7,5,Instagram,0,90,7,Entretenimiento,5,5,Desmotiva,5,Noche(6pm-12 am),Sí,1,1,2,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
18,Masculino,Privada,3,Entre 3-6 horas,17,7,5,Deportes,3,5,Whatsapp,8,3,3,Entretenimiento,5,2,Motiva,1,Noche(6pm-12 am),Sí,4,5,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,2,Entre 3-6 horas,3,3,6,Voluntariado,0,6,Instagram,1,3,5,Entretenimiento,3,3,Desmotiva,3,Noche(6pm-12 am),Sí,3,2,3,Entre 3-6 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
23,Masculino,Privada,8,Entre 3-6 horas,16,4,6,Deportes,6,6,Tiktok,2,10,7,Académico,4,4,Motiva,5,Noche(6pm-12 am),Sí,4,3,4,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,5,Entre 3-6 horas,13,2,8,Música,0,8,Instagram,4,2,1,Entretenimiento,4,5,Desmotiva,5,Tarde (12 pm - 6pm),No,4,3,1,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Pública,4,Entre 6-9 horas,15.5,7,6,No participo en ninguna,3,6,Whatsapp,3,10,7,Socializar,2,5,Motiva,5,Noche(6pm-12 am),Sí,3,0,5,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Privada,3,Entre 1-3 horas,16,5,4,No participo en ninguna,2,6,Tiktok,10,2,5,Entretenimiento,2,4,Desmotiva,3,Noche(6pm-12 am),Sí,3,0,1,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,2,Entre 1-3 horas,14.57,5,5,No participo en ninguna,0,4,Facebook / meta,2,0,7,Entretenimiento,3,3,Desmotiva,3,Tarde (12 pm - 6pm),Sí,3,9,3,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Masculino,Privada,8,Entre 1-3 horas,15,4,6,No participo en ninguna,7,6,Instagram,2,5,5,Entretenimiento,5,3,No tiene efecto,2,Noche(6pm-12 am),Sí,3,0,2,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,1,Entre 3-6 horas,16,5,5,No participo en ninguna,0,8,Tiktok,1,50,7,Entretenimiento,5,1,No tiene efecto,1,Noche(6pm-12 am),Sí,4,3,3,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,9,Entre 3-6 horas,15,5,6,No participo en ninguna,0,6,Whatsapp,0,20,3,Académico,1,3,Desmotiva,3,Noche(6pm-12 am),Sí,2,0,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,7,Entre 6-9 horas,15,7,5,Deportes,3,6,Whatsapp,5,0,7,Académico,5,3,No tiene efecto,1,Mañana (6am-11:59 am),Sí,5,0,5,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
25,Femenino,Privada,3.5,Entre 1-3 horas,16,4,5,Deportes,1,5,Whatsapp,1,3,5,Académico,4,1,Motiva,1,Noche(6pm-12 am),Sí,3,10,2,0 horas (no lo uso),Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Pública,9,Entre 1-3 horas,16,7,7,No participo en ninguna,2,6,Instagram,2,3,4,Noticias,5,4,Motiva,4,Noche(6pm-12 am),Sí,4,2,4,Entre 3-6 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
21,Masculino,Privada,3,Entre 3-6 horas,14,6,8,No participo en ninguna,6,5,Whatsapp,12,10,4,Noticias,3,4,No tiene efecto,3,Noche(6pm-12 am),Sí,2,3,1,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Privada,1,Entre 3-6 horas,16,4,5,Deportes,3,6,Whatsapp,5,1,7,Socializar,2,2,Motiva,5,Tarde (12 pm - 6pm),Sí,4,4,1,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,6,Entre 1-3 horas,15,6,6,Voluntariado,3,6,Tiktok,2,3,7,Noticias,3,2,Motiva,2,Noche(6pm-12 am),Sí,3,5,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Privada,5,Entre 6-9 horas,15,3,6,No participo en ninguna,7,5,Whatsapp,2,3,6,Noticias,3,2,No tiene efecto,2,Noche(6pm-12 am),Sí,2,1,2,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,6,Entre 3-6 horas,13,8,7,No participo en ninguna,0,8,Whatsapp,3,4,7,Entretenimiento,4,4,No tiene efecto,3,Noche(6pm-12 am),Sí,4,22,2,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Pública,2,Entre 1-3 horas,16,7,5,Deportes,12,6,Whatsapp,4,2,3,Entretenimiento,5,2,No tiene efecto,2,Noche(6pm-12 am),Sí,5,5,2,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Privada,5,Entre 3-6 horas,0,1,1,Arte,5,8,Whatsapp,1,6,4,Noticias,2,1,Motiva,4,Tarde (12 pm - 6pm),Sí,3,4,2,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Masculino,Privada,2.5,Entre 6-9 horas,17,3,6,No participo en ninguna,2,8,Whatsapp,1,5,5,Entretenimiento,4,3,Motiva,4,Noche(6pm-12 am),Sí,4,4,4,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
25,Femenino,Pública,6,Entre 3-6 horas,17,9,4,Arte,3,6,Whatsapp,1,4,3,Académico,3,4,No tiene efecto,1,Noche(6pm-12 am),Sí,4,1,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,5,Entre 1-3 horas,15,4,8,Voluntariado,5,8,Whatsapp,1,20,7,Noticias,1,2,Motiva,1,Noche(6pm-12 am),Sí,4,5,3,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
24,Femenino,Privada,1,Entre 9-12 horas,16.3,8,5,No participo en ninguna,1,6,Whatsapp,6,3,7,Entretenimiento,4,4,No tiene efecto,3,Noche(6pm-12 am),Sí,3,1,2,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas,Entre 1-3 horas
22,Femenino,Privada,6,Entre 1-3 horas,16,7,6,Música,0,7,Whatsapp,1,50,6,Académico,4,2,No tiene efecto,4,Noche(6pm-12 am),Sí,4,5,4,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas,Entre 1-3 horas
18,Femenino,Privada,3,Entre 1-3 horas,14,2,6,Música,1,8,Tiktok,1,1,7,Entretenimiento,4,2,Desmotiva,3,Tarde (12 pm - 6pm),Sí,4,0,2,0 horas (no lo uso),Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Privada,17,Entre 3-6 horas,16,5,5,Arte,3,4,Whatsapp,1,40,1,Entretenimiento,5,1,Motiva,4,Madrugada (12am-6am),Sí,4,2,4,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
21,Femenino,Privada,5,Entre 6-9 horas,14.5,8,7,Voluntariado,0,6,Whatsapp,3,6,3,Entretenimiento,5,3,Motiva,5,Tarde (12 pm - 6pm),Sí,4,3,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
24,Masculino,Pública,8,Entre 3-6 horas,15,6,8,Voluntariado,10,8,Whatsapp,1,20,5,Noticias,5,1,Motiva,4,Tarde (12 pm - 6pm),Sí,5,6,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,6,Entre 1-3 horas,15.96,5,4,Deportes,10,5,Tiktok,3,2,7,Entretenimiento,5,3,Motiva,4,Tarde (12 pm - 6pm),Sí,4,0,2,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Masculino,Privada,17,Entre 1-3 horas,15,5,7,No participo en ninguna,5,4,Instagram,1,0,5,Entretenimiento,5,4,No tiene efecto,1,Tarde (12 pm - 6pm),Sí,5,20,2,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,5,Entre 1-3 horas,14.4,4,5,Deportes,8,4,Instagram,24,30,7,Entretenimiento,3,4,No tiene efecto,3,Noche(6pm-12 am),Sí,3,0,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
25,Femenino,Privada,1,Entre 3-6 horas,15.6,4,7,No participo en ninguna,0,6,Whatsapp,3,3,7,Entretenimiento,5,3,No tiene efecto,1,Tarde (12 pm - 6pm),Sí,5,20,4,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,10,0 horas (no lo uso),13,2,5,Arte,2,8,Whatsapp,2,4,2,Noticias,2,2,Motiva,3,Mañana (6am-11:59 am),Sí,2,2,2,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
19,Femenino,Privada,5,Entre 9-12 horas,16.6,2,5,No participo en ninguna,10,5,Whatsapp,2,5,5,Entretenimiento,4,2,Motiva,4,Tarde (12 pm - 6pm),Sí,3,4,4,Entre 3-6 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,5,Entre 3-6 horas,17.5,3,5,No participo en ninguna,0,8,Tiktok,3,20,7,Académico,5,5,Motiva,1,Tarde (12 pm - 6pm),Sí,5,1,4,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,5,Entre 3-6 horas,14,8,6,Deportes,4,8,Tiktok,9,5,7,Entretenimiento,5,2,Motiva,3,Noche(6pm-12 am),Sí,4,12,3,Entre 3-6 horas,Entre 6-9 horas,Entre 1-3 horas,0 horas (no lo uso)
22,Masculino,Privada,2,Entre 3-6 horas,18.86,10,6,No participo en ninguna,2,8,X (Twitter),2,30,7,Académico,5,3,No tiene efecto,3,Noche(6pm-12 am),Sí,5,3,4,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),Entre 3-6 horas
24,Femenino,Privada,4,Entre 6-9 horas,0,1,6,Voluntariado,3,6,Whatsapp,2,3,7,Académico,5,2,Motiva,3,Noche(6pm-12 am),Sí,5,10,3,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas,Entre 1-3 horas
18,Femenino,Privada,3,Entre 1-3 horas,17,3,6,No participo en ninguna,1,5,Tiktok,2,9,7,Entretenimiento,3,5,Motiva,4,Madrugada (12am-6am),Sí,3,0,3,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso),Entre 1-3 horas
27,Masculino,Privada,5,Entre 1-3 horas,15,8,3,No participo en ninguna,2,6,Whatsapp,4,6,4,Entretenimiento,5,1,Motiva,1,Tarde (12 pm - 6pm),Sí,4,0,3,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,1,Entre 1-3 horas,14,3,6,No participo en ninguna,2,6,Whatsapp,2,10,6,Noticias,4,4,No tiene efecto,3,Noche(6pm-12 am),Sí,2,2,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Privada,4,Entre 9-12 horas,15,8,6,No participo en ninguna,3,8,Whatsapp,3,4,7,Entretenimiento,1,1,Motiva,2,Noche(6pm-12 am),Sí,2,2,2,Entre 9-12 horas,Entre 9-12 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,8,Entre 3-6 horas,15,2,2,Deportes,6,8,Instagram,1,10,5,Entretenimiento,3,2,Motiva,2,Tarde (12 pm - 6pm),Sí,2,0,2,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,2,Entre 3-6 horas,13,4,6,Deportes,14,6,Instagram,10,10,6,Entretenimiento,3,3,No tiene efecto,1,Noche(6pm-12 am),No,3,0,1,Entre 1-3 horas,NA,0 horas (no lo uso),Entre 1-3 horas
24,Femenino,Pública,4,Entre 1-3 horas,15,5,5,No participo en ninguna,0,8,Whatsapp,5,4,7,Entretenimiento,2,4,Motiva,1,Noche(6pm-12 am),Sí,3,1,2,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,1,Entre 1-3 horas,12,5,5,No participo en ninguna,2,6,Discord,12,1,6,Entretenimiento,4,4,No tiene efecto,2,Noche(6pm-12 am),No,2,0,2,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,1,Entre 3-6 horas,12.4,3,5,No participo en ninguna,6,6,Instagram,12,8,7,Entretenimiento,4,2,Motiva,3,Tarde (12 pm - 6pm),Sí,3,6,3,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Privada,5,Entre 1-3 horas,14,6,5,Deportes,2,6,Whatsapp,1,1,7,Entretenimiento,3,3,Desmotiva,3,Tarde (12 pm - 6pm),Sí,4,10,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
25,Femenino,Pública,5.5,Entre 1-3 horas,12,8,5,No participo en ninguna,6,6,Whatsapp,3,30,7,Entretenimiento,3,2,No tiene efecto,3,Noche(6pm-12 am),No,4,0,1,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Femenino,Privada,2,Entre 3-6 horas,16.5,5,8,Voluntariado,2,8,Whatsapp,2,0,5,Entretenimiento,1,2,No tiene efecto,1,Tarde (12 pm - 6pm),Sí,2,3,2,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,6,Entre 1-3 horas,15,3,7,Voluntariado,2,7,Whatsapp,5,5,2,Académico,4,4,Motiva,1,Tarde (12 pm - 6pm),Sí,4,0,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Femenino,Privada,7,Entre 3-6 horas,0,1,4,Música,5,6,Whatsapp,2,3,4,Entretenimiento,4,3,Motiva,3,Tarde (12 pm - 6pm),Sí,4,3,3,0 horas (no lo uso),Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas
25,Femenino,Pública,4,Entre 1-3 horas,16,5,7,Deportes,4,6,Whatsapp,3,2,5,Socializar,4,2,No tiene efecto,3,Noche(6pm-12 am),Sí,4,4,3,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Masculino,Pública,2,Entre 1-3 horas,4,6,5,Arte,8,7,Whatsapp,3,5,4,Entretenimiento,5,2,Motiva,1,Noche(6pm-12 am),Sí,5,7,4,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Masculino,Privada,2,Entre 3-6 horas,18,5,5,Deportes,1,6,Whatsapp,2,3,1,Noticias,4,1,Motiva,1,Mañana (6am-11:59 am),Sí,4,3,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Masculino,Pública,5,Entre 1-3 horas,14,2,8,Voluntariado,10,5,Whatsapp,1,10,7,Entretenimiento,4,2,Motiva,1,Noche(6pm-12 am),Sí,4,3,3,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,10,Entre 1-3 horas,15,6,6,No participo en ninguna,1,5,Whatsapp,3,8,7,Entretenimiento,4,4,Motiva,4,Noche(6pm-12 am),Sí,4,2,4,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
24,Masculino,Privada,4,Entre 9-12 horas,14,9,5,Deportes,6,8,Whatsapp,6,5,7,Entretenimiento,3,3,Motiva,5,Mañana (6am-11:59 am),Sí,3,5,3,Entre 6-9 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
23,Femenino,Privada,5,Entre 3-6 horas,16,6,3,No participo en ninguna,1,7,Facebook / meta,5,3,4,Noticias,5,3,No tiene efecto,3,Tarde (12 pm - 6pm),Sí,4,3,3,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
20,Masculino,Privada,5,Entre 1-3 horas,0.5,7,5,No participo en ninguna,8,8,Whatsapp,4,10,7,Entretenimiento,4,5,No tiene efecto,4,Noche(6pm-12 am),Sí,4,2,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Privada,2,Entre 3-6 horas,15.6,8,6,No participo en ninguna,14,6,Whatsapp,4,20,1,Noticias,4,4,Motiva,4,Noche(6pm-12 am),Sí,3,15,4,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Femenino,Privada,4,Entre 6-9 horas,13,10,4,No participo en ninguna,6,6,Whatsapp,1,5,7,Entretenimiento,1,1,No tiene efecto,1,Noche(6pm-12 am),Sí,1,1,5,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,2,Entre 1-3 horas,14,3,6,No participo en ninguna,5,6,Tiktok,6,2,6,Entretenimiento,5,4,No tiene efecto,3,Noche(6pm-12 am),Sí,2,0,2,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Femenino,Pública,15,Entre 3-6 horas,14,1,6,Club Académico,5,8,Whatsapp,5,5,6,Académico,4,2,Motiva,5,Mañana (6am-11:59 am),Sí,4,4,2,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
20,Masculino,Privada,4,Entre 1-3 horas,15.7,7,5,Deportes,4,6,Whatsapp,3,6,7,Entretenimiento,4,3,Desmotiva,4,Noche(6pm-12 am),Sí,4,2,4,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
25,Masculino,Privada,17,0 horas (no lo uso),14,1,8,Arte,0,7,Discord,24,0,5,Académico,5,5,No tiene efecto,5,Madrugada (12am-6am),Sí,5,0,1,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,3,Entre 1-3 horas,16,3,5,No participo en ninguna,8,8,Instagram,4,9,7,Entretenimiento,4,4,No tiene efecto,2,Tarde (12 pm - 6pm),Sí,4,8,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Pública,4,Entre 1-3 horas,14,5,2,No participo en ninguna,1,7,Tiktok,2,50,7,Entretenimiento,4,2,No tiene efecto,2,Tarde (12 pm - 6pm),Sí,5,5,3,0 horas (no lo uso),Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Pública,5,Entre 3-6 horas,13,9,6,No participo en ninguna,0,6,Whatsapp,24,2,7,Entretenimiento,3,5,Motiva,1,Noche(6pm-12 am),Sí,3,5,1,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Privada,4.6,Entre 3-6 horas,14,4,6,Voluntariado,10,7,Whatsapp,5,2,7,Entretenimiento,2,1,Motiva,2,Tarde (12 pm - 6pm),Sí,3,0,3,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Privada,1,Entre 3-6 horas,14,5,4,Deportes,5,7,Whatsapp,1,10,7,Entretenimiento,4,5,Desmotiva,5,Tarde (12 pm - 6pm),Sí,2,1,4,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Pública,9,Entre 3-6 horas,14,5,6,Deportes,3,6,Whatsapp,4,10,7,Entretenimiento,3,2,Motiva,3,Noche(6pm-12 am),Sí,4,5,3,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Pública,6,Entre 1-3 horas,11.5,4,4,Deportes,4,6,Tiktok,5,40,7,Académico,2,5,Desmotiva,3,Noche(6pm-12 am),Sí,3,4,3,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
24,Masculino,Privada,2,Entre 6-9 horas,16,8,6,No participo en ninguna,6,8,Whatsapp,1,10,7,Entretenimiento,4,4,No tiene efecto,4,Noche(6pm-12 am),No,4,5,4,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),Entre 3-6 horas
24,Masculino,Pública,6,Entre 9-12 horas,13.1,8,1,Voluntariado,4,7,Whatsapp,2,10,7,Socializar,4,3,Motiva,3,Noche(6pm-12 am),Sí,4,10,4,Entre 6-9 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
23,Masculino,Pública,6,Entre 3-6 horas,17,10,6,Club Académico,3,6,X (Twitter),3,30,5,Noticias,5,1,Motiva,2,Tarde (12 pm - 6pm),Sí,5,1,2,Entre 1-3 horas,0 horas (no lo uso),Entre 9-12 horas,Entre 9-12 horas
23,Masculino,Privada,7,Entre 1-3 horas,15,8,7,Voluntariado,4,6,Instagram,3,6,7,Noticias,4,3,No tiene efecto,4,Noche(6pm-12 am),Sí,3,20,3,Entre 1-3 horas,0 horas (no lo uso),Entre 3-6 horas,0 horas (no lo uso)
24,Femenino,Privada,3,Entre 1-3 horas,12,7,3,Voluntariado,8,6,Tiktok,2,8,5,Entretenimiento,4,5,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,3,5,4,Entre 3-6 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
25,Masculino,Privada,1,Entre 1-3 horas,16,8,4,Deportes,7,6,Instagram,3,15,7,Entretenimiento,3,4,No tiene efecto,3,Noche(6pm-12 am),Sí,4,0,1,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
18,Masculino,Privada,2,Entre 3-6 horas,15,4,5,No participo en ninguna,4,7,Facebook / meta,5,50,7,Entretenimiento,2,3,No tiene efecto,3,Noche(6pm-12 am),Sí,3,6,4,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,3,0 horas (no lo uso),12.5,3,6,No participo en ninguna,2,6,Tiktok,3,10,7,Entretenimiento,3,4,No tiene efecto,3,Tarde (12 pm - 6pm),Sí,3,0,2,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,4,Entre 1-3 horas,11,5,5,No participo en ninguna,12,8,Tiktok,4,6,7,Entretenimiento,4,3,Motiva,4,Tarde (12 pm - 6pm),Sí,3,5,4,0 horas (no lo uso),Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,4,Entre 3-6 horas,15,3,4,No participo en ninguna,6,6,Facebook / meta,1,50,7,Entretenimiento,4,5,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,3,2,3,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
29,Femenino,Pública,8,Entre 1-3 horas,18,9,8,Arte,0,6,Whatsapp,3,10,7,Entretenimiento,3,3,Motiva,3,Noche(6pm-12 am),Sí,3,5,1,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
21,Masculino,Privada,3,Entre 1-3 horas,14,5,5,Deportes,10,7,Instagram,3,20,6,Entretenimiento,5,3,Motiva,4,Noche(6pm-12 am),Sí,3,10,4,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,1,Entre 1-3 horas,14,5,4,No participo en ninguna,6,5,Whatsapp,24,5,5,Entretenimiento,3,1,Motiva,1,Mañana (6am-11:59 am),No,2,5,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),Entre 3-6 horas
21,Femenino,Privada,4,Entre 3-6 horas,14,6,5,Deportes,14,7,Tiktok,2,20,7,Socializar,5,3,Motiva,5,Noche(6pm-12 am),Sí,4,6,4,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,1.5,Entre 3-6 horas,15.1,5,6,No participo en ninguna,3,7,Instagram,4,5,7,Entretenimiento,4,3,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,4,0,4,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
24,Femenino,Privada,4,Entre 6-9 horas,13,7,6,No participo en ninguna,4,6,Whatsapp,3,2,6,Entretenimiento,4,2,Motiva,1,Noche(6pm-12 am),Sí,4,6,3,Entre 1-3 horas,Entre 3-6 horas,Entre 3-6 horas,Entre 3-6 horas
22,Masculino,Pública,15,Entre 1-3 horas,14,6,8,Deportes,8,7,Whatsapp,5,4,3,Noticias,3,4,No tiene efecto,2,Tarde (12 pm - 6pm),Sí,4,6,4,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,8,Entre 1-3 horas,14,8,5,Deportes,7,6,Whatsapp,24,3,5,Socializar,5,2,Motiva,1,Mañana (6am-11:59 am),Sí,3,1,3,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
17,Femenino,Privada,5,Entre 3-6 horas,15,3,6,No participo en ninguna,4,6,Whatsapp,2,2,5,Entretenimiento,4,3,No tiene efecto,4,Noche(6pm-12 am),Sí,4,2,2,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
